,link_ping
12839,76
12840,60
12841,121
12842,87
12843,110
12844,203
12845,58
12846,43
12847,91
12848,57
12849,39
12850,77
12851,75
12852,210
12853,58
12854,43
12855,72
12856,48
12857,69
12858,61
12859,52
12860,69
12861,43
12862,97
12863,54
12864,1707
12865,54
12866,65
12867,49
12868,58
12869,67
12870,66
12871,2556
12872,83
12873,132
12874,70
12875,55
12876,310
12877,50
12878,47
12879,50
12880,67
12881,5000
12882,75
12883,48
12884,61
12885,72
12886,813
12887,134
12888,54
12889,56
12890,54
12891,2556
12892,72
12893,43
12894,80
12895,60
12896,37
12897,51
12898,95
12899,84
12900,75
12901,75
12902,66
12903,63
12904,56
12905,81
12906,59
12907,61
12908,66
12909,73
12910,56
12911,31
12912,56
12913,60
12914,2302
12915,72
12916,5000
12917,75
12918,74
12919,59
12920,59
12921,2556
12922,69
12923,72
12924,75
12925,59
12926,2556
12927,94
12928,60
12929,72
12930,94
12931,2556
12932,72
12933,54
12934,95
12935,191
12936,297
12937,98
12938,5000
12939,78
12940,57
12941,2556
12942,126
12943,92
12944,65
12945,51
12946,2556
12947,80
12948,68
12949,123
12950,61
12951,42
12952,83
12953,71
12954,62
12955,60
12956,2556
12957,96
12958,90
12959,77
12960,60
12961,4569
12962,49
12963,60
12964,60
12965,96
12966,139
12967,49
12968,59
12969,46
12970,63
12971,47
12972,173
12973,96
12974,71
12975,89
12976,73
12977,94
12978,58
12979,82
12980,60
12981,2556
12982,186
12983,93
12984,103
12985,54
12986,2556
12987,119
12988,88
12989,77
12990,59
12991,107
12992,79
12993,66
12994,70
12995,44
12996,2556
12997,143
12998,71
12999,80
13000,57
13001,139
13002,86
13003,57
13004,49
13005,85
13006,2556
13007,90
13008,73
13009,78
13010,60
13011,2556
13012,97
13013,57
13014,77
13015,60
13016,267
13017,86
13018,50
13019,56
13020,86
13021,2556
13022,120
13023,50
13024,76
13025,62
13026,2556
13027,115
13028,60
13029,78
13030,58
13031,2556
13032,71
13033,60
13034,78
13035,56
13036,111
13037,106
13038,72
13039,77
13040,58
13041,482
13042,65
13043,62
13044,59
13045,52
13046,5000
13047,61
13048,54
13049,63
13050,53
13051,5000
13052,56
13053,51
13054,53
13055,66
13056,51
13057,53
13058,61
13059,53
13060,77
13061,5000
13062,88
13063,75
13064,120
13065,91
13066,63
13067,64
13068,70
13069,49
13070,53
13071,2556
13072,102
13073,64
13074,71
13075,56
13076,2556
13077,106
13078,113
13079,72
13080,59
13081,66
13082,81
13083,70
13084,60
13085,92
13086,2556
13087,93
13088,140
13089,140
13090,59
13091,2556
13092,116
13093,63
13094,76
13095,70
13096,62
13097,53
13098,63
13099,54
13100,69
13101,2556
13102,62
13103,46
13104,83
13105,40
13106,125
13107,47
13108,65
13109,49
13110,68
13111,2377
13112,77
13113,73
13114,76
13115,60
13116,2556
13117,72
13118,56
13119,88
13120,56
13121,36
13122,51
13123,62
13124,1725
13125,78
13126,2556
13127,64
13128,60
13129,67
13130,86
13131,50
13132,127
13133,63
13134,3384
13135,178
13136,49
13137,57
13138,86
13139,53
13140,55
13141,5000
13142,63
13143,44
13144,69
13145,63
13146,2556
13147,52
13148,53
13149,86
13150,67
13151,2556
13152,109
13153,69
13154,66
13155,60
13156,2556
13157,106
13158,64
13159,72
13160,60
13161,181
13162,111
13163,82
13164,80
13165,63
13166,2556
13167,61
13168,54
13169,80
13170,44
13171,2556
13172,65
13173,59
13174,128
13175,56
13176,2556
13177,126
13178,54
13179,77
13180,60
13181,2556
13182,133
13183,71
13184,89
13185,56
13186,2556
13187,82
13188,58
13189,68
13190,57
13191,110
13192,85
13193,60
13194,78
13195,56
13196,44
13197,71
13198,77
13199,62
13200,72
13201,38
13202,57
13203,137
13204,60
13205,79
13206,365
13207,97
13208,81
13209,69
13210,56
13211,273
13212,67
13213,56
13214,46
13215,81
13216,2556
13217,106
13218,95
13219,1742
13220,62
13221,75
13222,81
13223,83
13224,81
13225,82
13226,813
13227,134
13228,54
13229,56
13230,54
13231,81
13232,57
13233,75
13234,53
13235,64
13236,48
13237,69
13238,62
13239,65
13240,63
13241,2556
13242,69
13243,82
13244,80
13245,61
13246,204
13247,76
13248,59
13249,60
13250,49
13251,2556
13252,87
13253,91
13254,71
13255,67
13256,42
13257,91
13258,65
13259,56
13260,80
13261,624
13262,66
13263,53
13264,50
13265,46
13266,2556
13267,111
13268,82
13269,69
13270,59
13271,2556
13272,119
13273,53
13274,81
13275,46
13276,45
13277,58
13278,55
13279,66
13280,77
13281,51
13282,117
13283,75
13284,83
13285,59
13286,1447
13287,45
13288,57
13289,55
13290,105
13291,2556
13292,62
13293,74
13294,87
13295,276
13296,2556
13297,94
13298,100
13299,70
13300,60
13301,70
13302,107
13303,43
13304,92
13305,53
13306,2556
13307,73
13308,62
13309,77
13310,79
13311,2677
13312,91
13313,62
13314,66
13315,62
13316,49
13317,65
13318,59
13319,47
13320,73
13321,140
13322,101
13323,54
13324,5000
13325,53
13326,950
13327,55
13328,49
13329,59
13330,66
13331,49
13332,58
13333,69
13334,57
13335,69
13336,59
13337,54
13338,61
13339,62
13340,41
13341,211
13342,99
13343,62
13344,50
13345,75
13346,61
13347,143
13348,56
13349,82
13350,85
13351,2556
13352,140
13353,66
13354,71
13355,62
13356,5000
13357,70
13358,60
13359,72
13360,73
13361,44
13362,78
13363,64
13364,61
13365,43
13366,5000
13367,53
13368,53
13369,48
13370,49
13371,2556
13372,84
13373,58
13374,70
13375,51
13376,1724
13377,77
13378,56
13379,54
13380,67
13381,47
13382,83
13383,78
13384,55
13385,59
13386,39
13387,54
13388,46
13389,50
13390,58
13391,5000
13392,53
13393,56
13394,65
13395,81
13396,2556
13397,92
13398,66
13399,70
13400,59
13401,2556
13402,114
13403,111
13404,71
13405,60
13406,347
13407,82
13408,57
13409,84
13410,134
13411,51
13412,59
13413,79
13414,54
13415,86
13416,5000
13417,86
13418,55
13419,47
13420,81
13421,2556
13422,89
13423,66
13424,81
13425,57
13426,2556
13427,113
13428,110
13429,76
13430,62
13431,2556
13432,114
13433,61
13434,58
13435,60
13436,5000
13437,56
13438,60
13439,55
13440,69
13441,2556
13442,62
13443,61
13444,81
13445,56
13446,2787
13447,69
13448,52
13449,73
13450,63
13451,281
13452,77
13453,80
13454,55
13455,49
13456,42
13457,64
13458,79
13459,60
13460,69
13461,2556
13462,107
13463,61
13464,72
13465,54
13466,42
13467,69
13468,69
13469,68
13470,71
13471,45
13472,79
13473,90
13474,1707
13475,54
13476,2556
13477,106
13478,135
13479,69
13480,56
13481,65
13482,71
13483,57
13484,56
13485,118
13486,45
13487,95
13488,78
13489,56
13490,72
13491,65
13492,54
13493,48
13494,60
13495,64
13496,2556
13497,86
13498,49
13499,73
13500,60
13501,114
13502,99
13503,72
13504,72
13505,58
13506,197
13507,48
13508,61
13509,78
13510,48
13511,112
13512,127
13513,60
13514,3384
13515,107
13516,248
13517,54
13518,48
13519,60
13520,71
13521,194
13522,81
13523,46
13524,68
13525,60
13526,51
13527,40
13528,69
13529,3258
13530,537
13531,117
13532,54
13533,54
13534,5000
13535,69
13536,42
13537,94
13538,106
13539,56
13540,68
13541,2556
13542,70
13543,43
13544,79
13545,60
13546,5000
13547,63
13548,56
13549,50
13550,55
13551,61
13552,55
13553,72
13554,55
13555,66
13556,76
13557,66
13558,56
13559,66
13560,56
13561,2556
13562,66
13563,5000
13564,77
13565,50
13566,38
13567,400
13568,60
13569,110
13570,99
13571,42
13572,51
13573,93
13574,114
13575,61
13576,51
13577,58
13578,79
13579,66
13580,77
13581,75
13582,107
13583,69
13584,71
13585,59
13586,2556
13587,85
13588,52
13589,95
13590,41
13591,111
13592,106
13593,72
13594,77
13595,53
13596,59
13597,79
13598,70
13599,53
13600,85
13601,38
13602,80
13603,68
13604,121
13605,146
13606,5000
13607,52
13608,56
13609,67
13610,62
13611,2556
13612,93
13613,64
13614,70
13615,63
13616,63
13617,84
13618,62
13619,53
13620,51
13621,2556
13622,94
13623,54
13624,77
13625,60
13626,2556
13627,115
13628,101
13629,78
13630,59
13631,42
13632,84
13633,47
13634,144
13635,76
13636,2556
13637,96
13638,61
13639,75
13640,60
13641,4776
13642,76
13643,52
13644,52
13645,58
13646,64
13647,73
13648,195
13649,586
13650,42
13651,2556
13652,118
13653,54
13654,76
13655,67
13656,1723
13657,68
13658,56
13659,62
13660,71
13661,38
13662,58
13663,48
13664,58
13665,77
13666,296
13667,83
13668,83
13669,66
13670,57
13671,2556
13672,59
13673,73
13674,79
13675,56
13676,3287
13677,54
13678,78
13679,54
13680,96
13681,117
13682,98
13683,5000
13684,71
13685,60
13686,1764
13687,68
13688,53
13689,73
13690,65
13691,669
13692,97
13693,67
13694,113
13695,55
13696,59
13697,101
13698,67
13699,58
13700,78
13701,2556
13702,109
13703,77
13704,79
13705,56
13706,1477
13707,74
13708,60
13709,60
13710,139
13711,546
13712,49
13713,86
13714,74
13715,66
13716,2556
13717,96
13718,86
13719,68
13720,60
13721,45
13722,92
13723,78
13724,63
13725,46
13726,48
13727,51
13728,80
13729,57
13730,84
13731,42
13732,71
13733,161
13734,59
13735,58
13736,2556
13737,104
13738,64
13739,70
13740,53
13741,149
13742,51
13743,49
13744,61
13745,63
13746,38
13747,55
13748,66
13749,65
13750,212
13751,45
13752,45
13753,58
13754,54
13755,42
13756,2556
13757,82
13758,60
13759,79
13760,62
13761,2978
13762,54
13763,64
13764,52
13765,57
13766,5000
13767,68
13768,64
13769,87
13770,68
13771,58
13772,86
13773,68
13774,57
13775,67
13776,5000
13777,48
13778,70
13779,42
13780,57
13781,76
13782,93
13783,54
13784,53
13785,115
13786,739
13787,55
13788,55
13789,60
13790,49
13791,2556
13792,75
13793,54
13794,171
13795,46
13796,2556
13797,66
13798,151
13799,247
13800,59
13801,53
13802,50
13803,63
13804,63
13805,57
13806,464
13807,87
13808,54
13809,50
13810,43
13811,70
13812,47
13813,57
13814,78
13815,5000
13816,100
13817,69
13818,63
13819,58
13820,125
13821,47
13822,65
13823,66
13824,68
13825,2556
13826,86
13827,104
13828,82
13829,58
13830,53
13831,60
13832,48
13833,47
13834,71
13835,49
13836,49
13837,47
13838,81
13839,98
13840,2556
13841,57
13842,48
13843,85
13844,63
13845,2556
13846,130
13847,88
13848,70
13849,60
13850,5000
13851,54
13852,57
13853,53
13854,76
13855,2026
13856,52
13857,63
13858,54
13859,111
13860,2556
13861,107
13862,57
13863,122
13864,57
13865,979
13866,74
13867,58
13868,54
13869,74
13870,122
13871,86
13872,73
13873,78
13874,50
13875,42
13876,67
13877,77
13878,56
13879,67
13880,41
13881,112
13882,70
13883,55
13884,60
13885,2556
13886,83
13887,97
13888,78
13889,53
13890,1412
13891,85
13892,70
13893,50
13894,77
13895,61
13896,74
13897,70
13898,55
13899,54
13900,2556
13901,87
13902,45
13903,71
13904,60
13905,5000
13906,58
13907,50
13908,58
13909,57
13910,2238
13911,111
13912,62
13913,51
13914,84
13915,75
13916,52
13917,61
13918,53
13919,65
13920,69
13921,67
13922,61
13923,80
13924,59
13925,2556
13926,116
13927,5000
13928,73
13929,79
13930,35
13931,65
13932,89
13933,2299
13934,56
13935,214
13936,50
13937,60
13938,94
13939,51
13940,1254
13941,74
13942,67
13943,59
13944,51
13945,472
13946,78
13947,62
13948,73
13949,85
13950,52
13951,98
13952,99
13953,49
13954,54
13955,192
13956,50
13957,51
13958,87
13959,91
13960,40
13961,61
13962,80
13963,61
13964,66
13965,2556
13966,151
13967,71
13968,71
13969,60
13970,2556
13971,94
13972,81
13973,78
13974,63
13975,4569
13976,49
13977,60
13978,60
13979,152
13980,5000
13981,73
13982,53
13983,52
13984,49
13985,2556
13986,47
13987,5000
13988,73
13989,77
13990,98
13991,41
13992,84
13993,60
13994,68
13995,59
13996,71
13997,62
13998,59
13999,69
14000,2556
14001,62
14002,56
14003,147
14004,46
14005,2556
14006,152
14007,59
14008,74
14009,56
14010,61
14011,67
14012,60
14013,54
14014,71
14015,5000
14016,50
14017,59
14018,65
14019,75
14020,2556
14021,87
14022,50
14023,81
14024,56
14025,2556
14026,65
14027,49
14028,96
14029,44
14030,50
14031,61
14032,58
14033,72
14034,60
14035,5000
14036,51
14037,56
14038,59
14039,62
14040,5000
14041,62
14042,39
14043,75
14044,76
14045,5000
14046,47
14047,49
14048,60
14049,83
14050,367
14051,50
14052,59
14053,51
14054,89
14055,66
14056,52
14057,63
14058,67
14059,40
14060,2556
14061,366
14062,61
14063,92
14064,41
14065,522
14066,87
14067,83
14068,82
14069,56
14070,61
14071,72
14072,55
14073,55
14074,65
14075,59
14076,90
14077,68
14078,55
14079,67
14080,45
14081,82
14082,68
14083,60
14084,59
14085,102
14086,69
14087,53
14088,64
14089,48
14090,42
14091,58
14092,55
14093,1707
14094,55
14095,58
14096,47
14097,49
14098,62
14099,67
14100,2556
14101,130
14102,43
14103,78
14104,60
14105,45
14106,95
14107,112
14108,1707
14109,54
14110,52
14111,55
14112,97
14113,56
14114,42
14115,65
14116,64
14117,78
14118,63
14119,40
14120,96
14121,52
14122,64
14123,50
14124,126
14125,4494
14126,45
14127,48
14128,48
14129,69
14130,42
14131,75
14132,90
14133,61
14134,80
14135,2556
14136,93
14137,53
14138,67
14139,59
14140,62
14141,107
14142,87
14143,55
14144,69
14145,2556
14146,78
14147,98
14148,73
14149,55
14150,2556
14151,78
14152,48
14153,81
14154,47
14155,2556
14156,97
14157,118
14158,75
14159,57
14160,2071
14161,87
14162,76
14163,112
14164,53
14165,2556
14166,136
14167,67
14168,75
14169,59
14170,115
14171,56
14172,64
14173,59
14174,78
14175,55
14176,68
14177,87
14178,1718
14179,72
14180,45
14181,70
14182,72
14183,54
14184,78
14185,2556
14186,106
14187,42
14188,78
14189,60
14190,2556
14191,94
14192,60
14193,74
14194,59
14195,2556
14196,108
14197,43
14198,80
14199,60
14200,3708
14201,80
14202,47
14203,58
14204,75
14205,5000
14206,84
14207,63
14208,63
14209,57
14210,2556
14211,74
14212,63
14213,73
14214,56
14215,2556
14216,65
14217,46
14218,83
14219,48
14220,150
14221,88
14222,98
14223,76
14224,56
14225,2556
14226,122
14227,97
14228,65
14229,60
14230,5000
14231,93
14232,134
14233,66
14234,48
14235,40
14236,49
14237,58
14238,67
14239,66
14240,2556
14241,183
14242,59
14243,73
14244,58
14245,45
14246,82
14247,68
14248,60
14249,59
14250,59
14251,57
14252,116
14253,73
14254,72
14255,2556
14256,108
14257,42
14258,75
14259,60
14260,2556
14261,80
14262,94
14263,76
14264,60
14265,2556
14266,61
14267,48
14268,80
14269,57
14270,196
14271,64
14272,49
14273,71
14274,70
14275,204
14276,69
14277,52
14278,72
14279,72
14280,47
14281,61
14282,50
14283,64
14284,45
14285,5000
14286,70
14287,61
14288,65
14289,65
14290,38
14291,66
14292,70
14293,73
14294,512
14295,627
14296,58
14297,67
14298,71
14299,88
14300,139
14301,49
14302,59
14303,46
14304,63
14305,845
14306,106
14307,63
14308,100
14309,58
14310,502
14311,77
14312,80
14313,55
14314,64
14315,1721
14316,63
14317,63
14318,48
14319,65
14320,2556
14321,96
14322,76
14323,68
14324,61
14325,105
14326,137
14327,55
14328,70
14329,57
14330,2556
14331,145
14332,101
14333,79
14334,57
14335,543
14336,66
14337,82
14338,59
14339,70
14340,5000
14341,52
14342,62
14343,49
14344,67
14345,1808
14346,63
14347,57
14348,70
14349,90
14350,2386
14351,71
14352,44
14353,67
14354,56
14355,3415
14356,71
14357,62
14358,55
14359,56
14360,5000
14361,50
14362,60
14363,77
14364,88
14365,5000
14366,86
14367,55
14368,76
14369,62
14370,2556
14371,78
14372,63
14373,64
14374,90
14375,2556
14376,119
14377,53
14378,71
14379,60
14380,2556
14381,53
14382,56
14383,86
14384,55
14385,47
14386,63
14387,66
14388,59
14389,69
14390,2556
14391,66
14392,70
14393,77
14394,57
14395,2556
14396,65
14397,50
14398,83
14399,42
14400,74
14401,96
14402,48
14403,66
14404,55
14405,3589
14406,104
14407,5000
14408,75
14409,54
14410,46
14411,50
14412,83
14413,64
14414,39
14415,2556
14416,69
14417,47
14418,70
14419,60
14420,64
14421,65
14422,70
14423,55
14424,137
14425,224
14426,56
14427,50
14428,58
14429,54
14430,2556
14431,117
14432,60
14433,78
14434,55
14435,875
14436,64
14437,48
14438,67
14439,63
14440,357
14441,51
14442,55
14443,58
14444,72
14445,3279
14446,69
14447,91
14448,79
14449,63
14450,2556
14451,72
14452,54
14453,80
14454,44
14455,99
14456,44
14457,53
